htid	author	author_authorized_heading	author_lccn	author_viaf	author_wikidata_qid	best_rank	debut_rank	first_week	hathi_rights	isbn	oclc	oclc_eholdings	oclc_holdings	oclc_owi	title	title_id	year
uc1.32106019050415	Annie Dillard	Dillard, Annie, (1945- ...)	n50025520	110370444	Q176558	15	14	2007-08-19	ic	0061239534	76786885	126	2357	4923801582	THE MAYTREES	5782	2007
mdp.39015041541015	Catherine Coulter	Coulter, Catherine	n81100799	84052393	Q2941863	11	10	1997-07-20	ic	0399142649	36597821	266	2882	368073	THE MAZE	5783	1997
mdp.39015064760914	Tess Gerritsen	Gerritsen, Tess	n85335215	101994701	Q6950	3	8	2006-10-01	ic	9780345476999	70043657	428	4205	53712972	THE MEPHISTO CLUB	5786	2006
mdp.39015060659045	Sue Monk Kidd	Kidd, Sue Monk	n85157706	3327561	Q291774	1	5	2005-04-24	ic	0670033944	57068819	200	4998	33001	THE MERMAID CHAIR	5789	2005
mdp.39076005052886	Angus Wilson	Wilson, Angus, 1913-1991	n50015503	99853190	Q287460	11	12	1959-04-19	ic		367765	31	1358	287835408	THE MIDDLE AGE OF MRS. ELIOT	5791	1959
uc1.32106002022025	Angus Wilson	Wilson, Angus, 1913-1991	n50015503	99853190	Q287460	11	12	1959-04-19	ic		847035	31	1358	287835408	THE MIDDLE AGE OF MRS. ELIOT	5791	1959
mdp.49015001011783	Angus Wilson	Wilson, Angus, 1913-1991	n50015503	99853190	Q287460	11	12	1959-04-19	ic		221071795	31	1358	287835408	THE MIDDLE AGE OF MRS. ELIOT	5791	1959
uc1.b4432346	Gay Courter	Courter, Gay	n80149063	45610764	Q5528566	14	6	1981-04-26	ic	0395294630	6917521	14	957	196703893	THE MIDWIFE	5795	1981
mdp.39015053525062	Stephen Coonts	Coonts, Stephen, 1946-	n85300718	9870690	Q715692	7	8	1989-10-15	ic	0385261470	19919995	201	2631	284992121	THE MINOTAUR	5801	1989
mdp.39015047643500	Russell Janney	Janney, Russell, 1884-1963	no96042221	70985720	Q7381600	2	2	1946-10-06	und	9789997502209	307543	45	645	1361512	THE MIRACLE OF THE BELLS	5803	1946
uc1.b3688003	Russell Janney	Janney, Russell, 1884-1963	no96042221	70985720	Q7381600	2	2	1946-10-06	und	9789997502209	307543	45	645	1361512	THE MIRACLE OF THE BELLS	5803	1946
uc1.32106015694927	Marion Zimmer Bradley	Bradley, Marion Zimmer	n78086036	66464308	Q465179	7	8	1983-02-20	ic	0345350499	14986193	237	4864	794898597	THE MISTS OF AVALON	5811	1983
pst.000046952134	Marion Zimmer Bradley	Bradley, Marion Zimmer	n78086036	66464308	Q465179	7	8	1983-02-20	ic		47672114	237	4864	794898597	THE MISTS OF AVALON	5811	1983
mdp.39015025031991	W. Somerset Maugham	Maugham, W. Somerset (William Somerset), 1874-1965	n79036830	66470937	Q134942	3	5	1940-07-22	und		1535145	5	896	477032	THE MIXTURE AS BEFORE	5813	1940
uc1.$b106204	W. Somerset Maugham	Maugham, W. Somerset (William Somerset), 1874-1965	n79036830	66470937	Q134942	3	5	1940-07-22	und		1535145	5	896	477032	THE MIXTURE AS BEFORE	5813	1940
yul.11854183_000_00	W. Somerset Maugham	Maugham, W. Somerset (William Somerset), 1874-1965	n79036830	66470937	Q134942	3	5	1940-07-22	ic		907969915	5	896	477032	THE MIXTURE AS BEFORE	5813	1940
mdp.39015011562967	Thomas B. Costain	Costain, Thomas B. (Thomas Bertram), 1885-1965	n50018153	97749233	Q4235282	1	2	1947-08-03	ic		282461	25	1401	197660922	THE MONEYMAN	5816	1947
uc1.b3400093	Thomas B. Costain	Costain, Thomas B. (Thomas Bertram), 1885-1965	n50018153	97749233	Q4235282	1	2	1947-08-03	ic		282461	25	1401	197660922	THE MONEYMAN	5816	1947
mdp.39015005509784	John Steinbeck	Steinbeck, John, 1902-1968	n79081460	96992551	Q39212	1	2	1942-03-16	ic		289940	176	5498	1267444	THE MOON IS DOWN	5820	1942
mdp.39015031308821	John Steinbeck	Steinbeck, John, 1902-1968	n79081460	96992551	Q39212	1	2	1942-03-16	ic		289940	176	5498	1267444	THE MOON IS DOWN	5820	1942
mdp.39015031602066	John Steinbeck	Steinbeck, John, 1902-1968	n79081460	96992551	Q39212	1	2	1942-03-16	ic		289940	176	5498	1267444	THE MOON IS DOWN	5820	1942
mdp.39015005294916	John Steinbeck	Steinbeck, John, 1902-1968	n79081460	96992551	Q39212	1	2	1942-03-16	ic		289940	176	5498	1267444	THE MOON IS DOWN	5820	1942
mdp.39015050756801	John Steinbeck	Steinbeck, John, 1902-1968	n79081460	96992551	Q39212	1	2	1942-03-16	ic		17296794	176	5498	1267444	THE MOON IS DOWN	5820	1942
uc1.$b115512	Jetta Carleton	Carleton, Jetta	no95036494	95322330	Q16028064	5	10	1963-02-24	ic		2924945	66	1215	1424330	THE MOONFLOWER VINE	5821	1963
mdp.49015001015479	Mary Stewart	Stewart, Mary, 1916-2014	n79062771	109491991	Q271111	5	14	1963-01-13	und		14019286	40	2482	648365	THE MOONSPINNERS	5822	1963
mdp.39015055445939	Salman Rushdie	Rushdie, Salman	n80146294	29540187	Q44306	11	5	1996-02-04	ic	0224038109	33103350	176	3227	5888056	THE MOOR'S LAST SIGH	5823	1996
mdp.39015062113140	Salman Rushdie	Rushdie, Salman	n80146294	29540187	Q44306	11	5	1996-02-04	ic	0224038109	33103350	176	3227	5888056	THE MOOR'S LAST SIGH	5823	1996
mdp.39015056504353	Salman Rushdie	Rushdie, Salman	n80146294	29540187	Q44306	11	5	1996-02-04	ic	0679744665	44122557	176	3227	5888056	THE MOOR'S LAST SIGH	5823	1996
mdp.39015003930073	Susan Glaspell	Glaspell, Susan, 1882-1948	n81119968	22150840	Q468667	6	6	1940-04-01	ic		2168479	3	476	47181780	THE MORNING IS NEAR US	5824	1940
uc1.$b102617	Susan Glaspell	Glaspell, Susan, 1882-1948	n81119968	22150840	Q468667	6	6	1940-04-01	ic		2168479	3	476	47181780	THE MORNING IS NEAR US	5824	1940
uc1.$b86042	Phyllis Bottome	Bottome, Phyllis, 1882-1963	n50067190	25691064	Q2089198	2	5	1938-04-18	ic		761061	3	670	4920180630	THE MORTAL STORM	5825	1938
mdp.39015016414198	Phyllis Bottome	Bottome, Phyllis, 1882-1963	n50067190	25691064	Q2089198	2	5	1938-04-18	ic		761061	3	670	4920180630	THE MORTAL STORM	5825	1938
mdp.39015046831361	Paul Theroux	Theroux, Paul	n79064834	34463664	Q510320	7	8	1982-03-28	ic	0395318378	7735398	201	3527	2080000	THE MOSQUITO COAST	5826	1982
mdp.39015008332523	Paul Theroux	Theroux, Paul	n79064834	34463664	Q510320	7	8	1982-03-28	ic	0395318378	7735398	201	3527	2080000	THE MOSQUITO COAST	5826	1982
uc1.b3687408	James M. Cain	Cain, James M. (James Mallahan), 1892-1977	n80025844	46758295	Q81071	11	1	1948-08-01	ic		1191808	120	297	2149016	THE MOTH	5828	1948
umn.31951001621452b	James M. Cain	Cain, James M. (James Mallahan), 1892-1977	n80025844	46758295	Q81071	11	1	1948-08-01	ic		1191808	120	297	2149016	THE MOTH	5828	1948
uc1.b3727433	Theodore H. White	White, Theodore H. (Theodore Harold), 1915-1986	n79041745	108819316	Q4392601	9	16	1958-06-01	ic		317201	23	970	58229886	THE MOUNTAIN ROAD	5832	1958
mdp.39015019391849	Theodore H. White	White, Theodore H. (Theodore Harold), 1915-1986	n79041745	108819316	Q4392601	9	16	1958-06-01	ic		317201	23	970	58229886	THE MOUNTAIN ROAD	5832	1958
uc1.b4082324	Theodore H. White	White, Theodore H. (Theodore Harold), 1915-1986	n79041745	108819316	Q4392601	9	16	1958-06-01	ic		317201	23	970	58229886	THE MOUNTAIN ROAD	5832	1958
mdp.39015030947033	Theodore Bonnet	Bonnet, Theodore	no96008646	79277667		6	5	1949-09-04	und		300540	23	837	1341870	THE MUDLARK	5833	1949
uc1.$b86039	Theodore Bonnet	Bonnet, Theodore	no96008646	79277667		6	5	1949-09-04	und		300540	23	837	1341870	THE MUDLARK	5833	1949
uc1.$b117343	Theodore Bonnet	Bonnet, Theodore	no96008646	79277667		6	5	1949-09-04	und		300540	23	837	1341870	THE MUDLARK	5833	1949
mdp.39015055087681	Jude Deveraux	Deveraux, Jude	n83225061	120685207	Q435326	8	4	2002-07-14	ic	0671014218	49995227	109	3463	742360	THE MULBERRY TREE	5834	2002
mdp.39015055831062	Jonathan Kellerman	Kellerman, Jonathan	n79116770	2559502	Q1349245	5	14	2002-10-20	ic	0345452534	50004708	294	3764	733960	THE MURDER BOOK	5835	2002
uc1.32106018624103	P. D. James	James, P. D.	n80001163	101752435	Q270648	9	17	2003-12-07	ic	1400041414	53070196	235	4110	137890	THE MURDER ROOM	5838	2003
mdp.39015032352869	W. E. B. Griffin	Griffin, W. E. B.	n86011947	305233686	Q2536700	14	10	1995-01-29	ic	0399139761	30970444	23	1827	807617	THE MURDERERS	5840	1995
mdp.39015032352869	W.E.B. Griffin	Griffin, W. E. B.	n86011947	305233686	Q2536700	8	4	1995-02-05	ic	0399139761	30970444	23	1827	807617	THE MURDERERS	5841	1995
mdp.39015019813214	Dennis McFarland	McFarland, Dennis	n88151053	41884383	Q5258715	15	11	1990-06-17	ic	0395544173	20933325	179	1116	19779008	THE MUSIC ROOM	5844	1990
mdp.39015058018238	Michael Chabon	Chabon, Michael	n87915233	49255278	Q313466	12	12	1988-05-01	ic	0688076327	17108799	203	2173	871403	THE MYSTERIES OF PITTSBURGH	5845	1988
pst.000033979311	Jacqueline Briskin	Briskin, Jacqueline	n81144291	7387603	Q4940683	12	4	1989-05-21	ic		19788989	67	1547	1807631098	THE NAKED HEART	5849	1989
uc1.$b56479	Phyllis Gordon Demarest	Demarest, Phyllis Gordon	no94015469	277421720	Q108152282	16	16	1954-02-28	pd		1717518	11	112	2609634	THE NAKED RISK	5850	1954
wu.89085145860	Umberto Eco	Eco, Umberto	n79021285	108299403	Q12807	1	6	1983-06-26	ic	0330284142	12515876	444	8612	147011	THE NAME OF THE ROSE	5851	1983
uc1.$b243464	W. Someset Maugham	Maugham, W. Somerset (William Somerset), 1874-1965	n79036830	66470937	Q134942	2	2	1932-11-21	ic		365835	75	1941	327245	THE NARROW CORNER	5855	1932
mdp.39015005456671	W. Someset Maugham	Maugham, W. Somerset (William Somerset), 1874-1965	n79036830	66470937	Q134942	2	2	1932-11-21	ic		365835	75	1941	327245	THE NARROW CORNER	5855	1932
mdp.39015030706413	W. Someset Maugham	Maugham, W. Somerset (William Somerset), 1874-1965	n79036830	66470937	Q134942	2	2	1932-11-21	ic		1801569	75	1941	327245	THE NARROW CORNER	5855	1932
mdp.49015000993973	W. Someset Maugham	Maugham, W. Somerset (William Somerset), 1874-1965	n79036830	66470937	Q134942	2	2	1932-11-21	ic	0405078188	3007621	75	1941	327245	THE NARROW CORNER	5855	1932
pst.000032226942	W. Someset Maugham	Maugham, W. Somerset (William Somerset), 1874-1965	n79036830	66470937	Q134942	2	2	1932-11-21	ic	0140185984	37446065	75	1941	327245	THE NARROW CORNER	5855	1932
mdp.39015010301193	Sholem Asch	Asch, Sholem, 1880-1957	n79114270	56628030	Q380439	1	4	1939-10-30	ic|und		734794	31	2025	1774526	THE NAZARENE	5861	1939
mdp.39015024566450	Sholem Asch	Asch, Sholem, 1880-1957	n79114270	56628030	Q380439	1	4	1939-10-30	ic|und		734794	31	2025	1774526	THE NAZARENE	5861	1939
uc1.b4368245	Sholem Asch	Asch, Sholem, 1880-1957	n79114270	56628030	Q380439	1	4	1939-10-30	ic|und		734794	31	2025	1774526	THE NAZARENE	5861	1939
uc1.$b105622	Virginia Eggertsen Sorensen	Sorensen, Virginia, 1912-1991	n79066578	114088357	Q7934522	15	6	1947-09-07	ic		1806260	2	100	521379616	THE NEIGHBORS	5864	1947
uc1.$b56674	Frank Hough	Hough, Frank O. (Frank Olney), 1899-1958	no97066680	21752919	Q110110269	4	4	1941-05-19	ic		1637494	11	176	2496231	THE NEUTRAL GROUND	5866	1941
uc1.b3440800	Michael Ende	Ende, Michael	n80162724	34456245	Q76498	9	4	1983-12-04	ic	0385176228	9153511	115	4506	10678398871	THE NEVERENDING STORY	5868	1983
mdp.39015040128517	Michael Ende	Ende, Michael	n80162724	34456245	Q76498	9	4	1983-12-04	ic	0385176228	9153511	115	4506	10678398871	THE NEVERENDING STORY	5868	1983
mdp.39015004721406	Joseph Wambaugh	Wambaugh, Joseph	n50026486	110352691	Q1352236	2	3	1971-02-07	ic		103505	244	1974	449042	THE NEW CENTURIONS	5870	1971
pst.000007001963	Joseph Wambaugh	Wambaugh, Joseph	n50026486	110352691	Q1352236	2	3	1971-02-07	ic		1336145	244	1974	449042	THE NEW CENTURIONS	5870	1971
mdp.39015041027213	John Sandford	Sandford, John, 1944 February 23-	n88201495	112432108	Q1701679	4	13	1997-04-27	ic	0399142371	36241663	161	2977	44185956	THE NIGHT CREW	5883	1997
mdp.39015031294666	Hans Kirst	Kirst, Hans Hellmut, 1914-1989	n79147988	110783036	Q63837	9	5	1964-04-05	ic		6581928	46	1253	32491	THE NIGHT OF THE GENERALS	5888	1964
mdp.39015014677606	Hans Kirst	Kirst, Hans Hellmut, 1914-1989	n79147988	110783036	Q63837	9	5	1964-04-05	ic		6581928	46	1253	32491	THE NIGHT OF THE GENERALS	5888	1964
mdp.39015000620933	Davis Grubb	Grubb, Davis, 1919-1980	n79072850	39145857779523020083	Q2742535	5	13	1954-03-14	ic		6151534	80	1013	52725325	THE NIGHT OF THE HUNTER	5889	1954
uc1.b4094232	Davis Grubb	Grubb, Davis, 1919-1980	n79072850	39145857779523020083	Q2742535	5	13	1954-03-14	ic		6151534	80	1013	52725325	THE NIGHT OF THE HUNTER	5889	1954
pst.000027644461	Davis Grubb	Grubb, Davis, 1919-1980	n79072850	39145857779523020083	Q2742535	5	13	1954-03-14	ic		316848256	80	1013	52725325	THE NIGHT OF THE HUNTER	5889	1954
mdp.39015000620925	Davis Grubb	Grubb, Davis, 1919-1980	n79072850	39145857779523020083	Q2742535	5	13	1954-03-14	ic	0140044264	2798134	80	1013	52725325	THE NIGHT OF THE HUNTER	5889	1954
inu.30000064292125	Davis Grubb	Grubb, Davis, 1919-1980	n79072850	39145857779523020083	Q2742535	5	13	1954-03-14	ic	1853753203	40684483	80	1013	52725325	THE NIGHT OF THE HUNTER	5889	1954
pst.000049619188	Eric Van Lustbader	Lustbader, Eric	n79138577	99512281	Q730116	4	3	1980-05-11	ic	0449200604	11614380	202	1263	196483839	THE NINJA	5896	1980
mdp.39015007058152	Eugene Burdick	Burdick, Eugene	n50040489	7517238	Q1373060	8	16	1956-06-24	ic		279994	18	799	1425075	THE NINTH WAVE	5897	1956
uc1.b3834596	A.J. Cronin	Cronin, A. J. (Archibald Joseph), 1896-1981	n50018375	29726795	Q179059	5	12	1958-06-15	ic		364266	43	1469	1421933	THE NORTHERN LIGHT	5902	1958
uc1.$b106414	Ann Bridge	Bridge, Ann, 1889-1974	n50031175	40443276	Q13511828	16	1	1960-08-28	ic		944078	42	297	1904264	THE NUMBERED ACCOUNT	5905	1960
mdp.39015031311700	Margery Sharp	Sharp, Margery, 1905-1991	n50022237	39384215	Q439059	4	8	1937-09-20	ic		676991	94	841	178680954	THE NUTMEG TREE	5907	1937
uc1.b3740627	Nicholas Monsarrat	Monsarrat, Nicholas, 1910-1979	n79083323	98064904	Q559506	10	16	1960-11-06	ic		1450512	90	470	114119141	THE NYLON PIRATES	5908	1960
mdp.39015054152833	John Lescroart	Lescroart, John T.	n78029024	64797966	Q327278	11	7	2002-02-03	ic	0525945768	47696274	145	2810	765573	THE OATH	5909	2002
mdp.39015043787996	Frederick Forsyth	Forsyth, Frederick, 1938-	n79131961	108216096	Q249197	1	9	1972-11-05	ic	067052042X	478125	178	3526	3377019950	THE ODESSA FILE	5914	1972
mdp.39015009280705	Nathaniel Benchley	Benchley, Nathaniel, 1915-1981	n79064710	37036418	Q6969501	13	16	1961-08-27	ic		1235988	10	459	116320772	THE OFF-ISLANDERS	5915	1961
uc1.b3394540	Nathaniel Benchley	Benchley, Nathaniel, 1915-1981	n79064710	37036418	Q6969501	13	16	1961-08-27	ic		1235988	10	459	116320772	THE OFF-ISLANDERS	5915	1961
mdp.39015013972800	Angela Thirkell	Thirkell, Angela, 1890-1961	n50014949	624145857922023020435	Q4762571	13	5	1949-08-28	ic		1653307	4	524	374624534	THE OLD BANK HOUSE	5917	1949
inu.32000002543157	Angela Thirkell	Thirkell, Angela, 1890-1961	n50014949	624145857922023020435	Q4762571	13	5	1949-08-28	ic		7633335	4	524	374624534	THE OLD BANK HOUSE	5917	1949
uc1.32106015264317	Angela Thirkell	Thirkell, Angela, 1890-1961	n50014949	624145857922023020435	Q4762571	13	5	1949-08-28	ic	1559212055	36327444	4	524	374624534	THE OLD BANK HOUSE	5917	1949
uc1.32106013282550	Carlos Fuentes	Fuentes, Carlos	n80022904	43057803	Q154691	14	2	1985-12-15	ic	0060970634	30851953	129	4230	533124	THE OLD GRINGO	5921	1985
mdp.39015004802834	Ernest Hemingway	Hemingway, Ernest, 1899-1961	n78078534	97006051	Q23434	3	13	1952-09-14	und		9583168	609	17642	3134277083	THE OLD MAN AND THE SEA	5922	1952
pst.000018193879	Ernest Hemingway	Hemingway, Ernest, 1899-1961	n78078534	97006051	Q23434	3	13	1952-09-14	ic		4821236	609	17642	3134277083	THE OLD MAN AND THE SEA	5922	1952
mdp.39015049501375	Ernest Hemingway	Hemingway, Ernest, 1899-1961	n78078534	97006051	Q23434	3	13	1952-09-14	und		9583168	609	17642	3134277083	THE OLD MAN AND THE SEA	5922	1952
uc1.32106010138839	Ernest Hemingway	Hemingway, Ernest, 1899-1961	n78078534	97006051	Q23434	3	13	1952-09-14	und	0684153637	3618786	609	17642	3134277083	THE OLD MAN AND THE SEA	5922	1952
pst.000018863079	Ernest Hemingway	Hemingway, Ernest, 1899-1961	n78078534	97006051	Q23434	3	13	1952-09-14	ic		23695540	609	17642	3134277083	THE OLD MAN AND THE SEA	5922	1952
mdp.39015034261514	Ernest Hemingway	Hemingway, Ernest, 1899-1961	n78078534	97006051	Q23434	3	13	1952-09-14	ic	081615970X	30109562	609	17642	3134277083	THE OLD MAN AND THE SEA	5922	1952
pst.000043487592	Ernest Hemingway	Hemingway, Ernest, 1899-1961	n78078534	97006051	Q23434	3	13	1952-09-14	ic	0606002014	33134129	609	17642	3134277083	THE OLD MAN AND THE SEA	5922	1952
mdp.39076002563976	Ernest Hemingway	Hemingway, Ernest, 1899-1961	n78078534	97006051	Q23434	3	13	1952-09-14	ic	0684830493	34476442	609	17642	3134277083	THE OLD MAN AND THE SEA	5922	1952
mdp.39015008526702	Avery Corman	Corman, Avery	n50016402	29734681	Q352325	14	5	1980-11-09	ic	0671414755	6379510	124	1018	364091400	THE OLD NEIGHBORHOOD	5923	1980
uc1.b4432336	Avery Corman	Corman, Avery	n50016402	29734681	Q352325	14	5	1980-11-09	ic	0671414755	6379510	124	1018	364091400	THE OLD NEIGHBORHOOD	5923	1980
mdp.39015063281201	Martha Grimes	Grimes, Martha	n81051185	22962196	Q188286	8	6	2006-03-12	ic	0670034797	63280342	10	2020	9093906269	THE OLD WINE SHADES	5926	2006
pst.000055775182	Terence Hanbury White	White, Terence H	n79086367	19685792	Q453410	9	15	1958-09-14	ic		547840	273	6651	472694	THE ONCE AND FUTURE KING	5928	1958
pst.000061659421	Terence Hanbury White	White, Terence H	n79086367	19685792	Q453410	9	15	1958-09-14	ic		2728583	273	6651	472694	THE ONCE AND FUTURE KING	5928	1958
mdp.39015066731327	Terence Hanbury White	White, Terence H	n79086367	19685792	Q453410	9	15	1958-09-14	ic	0399105972	51527120	273	6651	472694	THE ONCE AND FUTURE KING	5928	1958
uc1.b4439246	Stephen R. Donaldson	Donaldson, Stephen R	n79099400	46779207	Q457185	2	9	1982-05-02	ic	0345298985	7876002	110	1750	3769803917	THE ONE TREE	5930	1982
mdp.39015046435544	Lion Feuchtwanger	Feuchtwanger, Lion, 1884-1958	n50001231	54208418	Q77024	1	5	1934-03-26	ic		14513008	42	1006	2286687288	THE OPPERMANNS	5933	1934
inu.30000053298869	Lion Feuchtwanger	Feuchtwanger, Lion, 1884-1958	n50001231	54208418	Q77024	1	5	1934-03-26	ic		191186	42	1006	2286687288	THE OPPERMANNS	5933	1934
uc1.b4084642	Lion Feuchtwanger	Feuchtwanger, Lion, 1884-1958	n50001231	54208418	Q77024	1	5	1934-03-26	ic		1402097	42	1006	2286687288	THE OPPERMANNS	5933	1934
mdp.39015003636084	Eudora Welty	Welty, Eudora, 1909-2001	n79038434	4938026	Q259364	7	10	1972-06-25	ic	0394480171	329526	166	4598	48290166	THE OPTIMIST'S DAUGHTER	5934	1972
uc1.32106014098278	Eudora Welty	Welty, Eudora, 1909-2001	n79038434	4938026	Q259364	7	10	1972-06-25	ic	0394726677	4003607	166	4598	48290166	THE OPTIMIST'S DAUGHTER	5934	1972
inu.30000081733879	Eudora Welty	Welty, Eudora, 1909-2001	n79038434	4938026	Q259364	7	10	1972-06-25	ic	037550835X	49743726	166	4598	48290166	THE OPTIMIST'S DAUGHTER	5934	1972
mdp.39015074299036	R. A. Salvatore	Salvatore, R. A., 1959-	n85364077	112374441	Q316431	7	9	2007-10-14	ic	0786943408	163914513	110	1531	111493927	THE ORC KING	5937	2007
uc1.b4446941	William Humphrey	Humphrey, William	n50034158	69404834	Q127079	7	2	1965-03-07	ic		291564	104	1209	1475145	THE ORDWAYS	5939	1965
mdp.39015014138666	William Humphrey	Humphrey, William	n50034158	69404834	Q127079	7	2	1965-03-07	ic		291564	104	1209	1475145	THE ORDWAYS	5939	1965
mdp.39015021494060	Thomas Tryon	Tryon, Thomas	n50011735	100234012	Q1448930	2	13	1971-06-20	ic	9780394436081	135554	116	1818	462142	THE OTHER	5942	1971
uc1.b4975814	Thomas Tryon	Tryon, Thomas	n50011735	100234012	Q1448930	2	13	1971-06-20	ic	9780394436081	135554	116	1818	462142	THE OTHER	5942	1971
mdp.39015066113021	Eric Jerome Dickey	Dickey, Eric Jerome	n96036221	75578653	Q5386815	10	3	2003-06-01	ic	0525947248	51053426	73	1400	648933	THE OTHER WOMAN	5949	2003
mdp.39015008398433	Howard Fast	Fast, Howard, 1914-2003	n79043401	108416567	Q380202	11	8	1984-09-16	ic	039536101X	10375645	122	1919	51585152	THE OUTSIDER	5953	1984
uc1.32106002158183	Richard A. Wright	Wright, Richard	n80036620	34464524	Q319820	15	16	1953-04-12	ic		480180	106	2572	649441	THE OUTSIDER	5954	1953
mdp.39015062066389	Richard A. Wright	Wright, Richard	n80036620	34464524	Q319820	15	16	1953-04-12	ic		18423819	106	2572	649441	THE OUTSIDER	5954	1953
mdp.39015030846524	Millen Brand	Brand, Millen, 1906-1980	n80060358	59402543	Q6858736	1	8	1937-05-10	ic		607820	49	558	1630007	THE OUTWARD ROOM	5956	1937
uc1.b3687366	Millen Brand	Brand, Millen, 1906-1980	n80060358	59402543	Q6858736	1	8	1937-05-10	ic		607820	49	558	1630007	THE OUTWARD ROOM	5956	1937
mdp.39015061148428	Amanda Quick	Quick, Amanda	n91026387	106085381	Q438345	11	2	2004-05-23	ic	0399151745	53001406	190	3076	691353	THE PAID COMPANION	5961	2004
mdp.39015056157731	Paul Erdman	Erdman, Paul, 1932-2007	n50010020	264683635	Q2035970	15	11	1988-03-13	ic		18809958	32	1123	4029636	THE PALACE	5963	1988
mdp.39015033329304	Pete Dexter	Dexter, Pete, 1943-	n83164416	110920531	Q458445	14	10	1995-02-19	ic	0679421750	30594027	207	1920	2641473	THE PAPERBOY	5968	1995
uc1.$b101858	Robert Hichens	Hichens, Robert, 1864-1950	n50035072	27093504	Q2037944	3	3	1933-09-04	ic|und		1022179	3	283	1950814	THE PARADINE CASE	5969	1933
mdp.39015060437889	Robert Hichens	Hichens, Robert, 1864-1950	n50035072	27093504	Q2037944	3	3	1933-09-04	ic|und		1022179	3	283	1950814	THE PARADINE CASE	5969	1933
mdp.39015020052372	Robert Hichens	Hichens, Robert, 1864-1950	n50035072	27093504	Q2037944	3	3	1933-09-04	ic|und		1022179	3	283	1950814	THE PARADINE CASE	5969	1933
pst.000006678272	Robert Hichens	Hichens, Robert, 1864-1950	n50035072	27093504	Q2037944	3	3	1933-09-04	ic		316886124	3	283	1950814	THE PARADINE CASE	5969	1933
pst.000045463235	John Grisham					1	13	1997-03-16	ic	0712678417	38277014	510	6356	2261177521	THE PARTNER	5976	1997
mdp.39015046835560	John Grisham					1	13	1997-03-16	ic	0712678417	38277014	510	6356	2261177521	THE PARTNER	5976	1997
pst.000059011606	John Grisham					1	13	1997-03-16	ic	156865314X	37106839	510	6356	2261177521	THE PARTNER	5976	1997
pst.000060646187	John Grisham	Charney, Melvin				1	13	1997-03-16	ic	9780440243779	76767741	510	6356	2261177521	THE PARTNER	5976	1997
mdp.39015010861741	Louis Auchincloss	Auchincloss, Louis	n79042194	87919936	Q1621598	5	8	1974-03-24	ic	0395182794	695756	46	1300	1812859	THE PARTNERS	5977	1974
mdp.39015031305504	Irving Stone	Stone, Irving, 1903-1989	n50010563	51696231	Q337103	9	5	1949-10-16	ic		290556	25	1127	63532037	THE PASSIONATE JOURNEY	5980	1949
mdp.39015047865194	Michael Palmer	Palmer, Michael, 1942-2013	n85192107	100912074	Q2386817	9	4	2000-04-30	ic	0553109839	42849707	187	2667	8912655	THE PATIENT	5983	2000
pst.000055329347	Michael Palmer	Palmer, Michael, 1942-2013	n85192107	100912074	Q2386817	9	4	2000-04-30	ic		45274062	187	2667	8912655	THE PATIENT	5983	2000
mdp.39015031213922	Pearl S. Buck	Buck, Pearl S., 1892-1973	n79026662	91868694	Q80900	2	2	1939-03-20	ic		6442963	389	1994	4065911	THE PATRIOT	5984	1939
mdp.39015001136806	Pearl S. Buck	Buck, Pearl S., 1892-1973	n79026662	91868694	Q80900	2	2	1939-03-20	ic		6442963	389	1994	4065911	THE PATRIOT	5984	1939
pst.000005462346	Pearl S. Buck	Buck, Pearl S., 1892-1973	n79026662	91868694	Q80900	2	2	1939-03-20	ic		317078896	389	1994	4065911	THE PATRIOT	5984	1939
uc1.b3727630	Marquis William Childs	Childs, Marquis W. (Marquis William), 1903-1990	n79133229	47500839	Q5607823	13	16	1961-11-12	ic		280782	10	330	3768554671	THE PEACEMAKERS	5987	1961
uc1.$b87363	Marquis William Childs	Childs, Marquis W. (Marquis William), 1903-1990	n79133229	47500839	Q5607823	13	16	1961-11-12	ic		280782	10	330	3768554671	THE PEACEMAKERS	5987	1961
mdp.39015008631494	Alice Tisdale Hobart	Hobart, Alice Tisdale, 1882-1967	no91012431	72281887	Q1594680	4	10	1945-10-07	ic		3963233	13	780	1950644	THE PEACOCK SHEDS HIS TAIL	5989	1945
mdp.39015031236089	Alice Tisdale Hobart	Hobart, Alice Tisdale, 1882-1967	no91012431	72281887	Q1594680	4	10	1945-10-07	ic		3963233	13	780	1950644	THE PEACOCK SHEDS HIS TAIL	5989	1945
uc1.32106015521450	John Steinbeck	Steinbeck, John (1902-1968)	n79081460	96992551	Q39212	11	6	1947-12-21	und		743812	462	11450	515675	THE PEARL	5990	1947
uc1.32106009051852	John Steinbeck	Steinbeck, John (1902-1968)	n79081460	96992551	Q39212	11	6	1947-12-21	und		743812	462	11450	515675	THE PEARL	5990	1947
mdp.39015054406874	John Steinbeck	Steinbeck, John (1902-1968)	n79081460	96992551	Q39212	11	6	1947-12-21	ic		5301134	462	11450	515675	THE PEARL	5990	1947
pst.000031937337	John Steinbeck	Steinbeck, John (1902-1968)	n79081460	96992551	Q39212	11	6	1947-12-21	ic	0140232605	38588295	462	11450	515675	THE PEARL	5990	1947
