htid	author	author_authorized_heading	author_lccn	author_viaf	author_wikidata_qid	best_rank	debut_rank	first_week	hathi_rights	isbn	oclc	oclc_eholdings	oclc_holdings	oclc_owi	title	title_id	year
mdp.39015002216185	May Sarton	Miller, Arthur R. (Arthur Raphael), 1934-	n80040351	79085151	Q4800057	16	16	1952-12-14	ic		214378655	20	1523	347738135	A SHOWER OF SUMMER DAYS	225	1952
uc1.b4088775	May Sarton	Miller, Arthur R. (Arthur Raphael), 1934-	n80040351	79085151	Q4800057	16	16	1952-12-14	ic		214378655	20	1523	347738135	A SHOWER OF SUMMER DAYS	225	1952
umn.31951002283505q	May Sarton	Sarton, May, 1912-1995	n79022029	64013927	Q2587411	16	16	1952-12-14	ic		13869347	100	805	57104016	A SHOWER OF SUMMER DAYS	225	1952
mdp.39015066056915	John Hersey	Hersey, John, 1914-1993	n79054652	105148984	Q535812	4	12	1956-06-24	ic		284950	57	2497	51583062	A SINGLE PEBBLE	226	1956
uc1.b4382652	John Hersey	Hersey, John, 1914-1993	n79054652	105148984	Q535812	4	12	1956-06-24	ic		284950	57	2497	51583062	A SINGLE PEBBLE	226	1956
mdp.39015001808552	John Hersey	Hersey, John, 1914-1993	n79054652	105148984	Q535812	4	12	1956-06-24	ic		284950	57	2497	51583062	A SINGLE PEBBLE	226	1956
mdp.39015074297212	John Hersey	Hersey, John, 1914-1993	n79054652	105148984	Q535812	4	12	1956-06-24	ic	9780394756974	18441389	57	2497	51583062	A SINGLE PEBBLE	226	1956
uc1.32106018321486	Mark Helprin	Helprin, Mark	n80076177	110405371	Q1400307	14	15	1991-06-23	ic	0151836000	22308235	124	2135	6537212	A SOLDIER OF THE GREAT WAR	228	1991
mdp.39015054056596	John Irving	Irving, John, 1942-	n79135330	108238891	Q310379	7	8	1994-09-04	ic	0679434968	29566583	175	2896	614239	A SON OF THE CIRCUS	229	1994
pst.000032223316	John Irving	Irving, John, 1942-	n79135330	108238891	Q310379	7	8	1994-09-04	ic	9780345417992	38259238	175	2896	614239	A SON OF THE CIRCUS	229	1994
uc1.$b369094	A.J. Cronin	Cronin, A. J. (Archibald Joseph), 1896-1981	n50018375	29726795	Q179059	10	15	1964-11-22	ic		188459	26	2158	396910	A SONG OF SIXPENCE	230	1964
mdp.39015012075704	Gail Godwin	Godwin, Gail	n50033169	100267478	Q2908695	7	3	1987-10-25	ic	0688065309	15793683	42	2353	534195	A SOUTHERN FAMILY	231	1987
mdp.39015064872743	Mark Haddon	Haddon, Mark, 1962-	no2011183145	85413157	Q356357	12	2	2006-10-01	ic	9780224080460	70173224	163	2622	52470592	A SPOT OF BOTHER	235	2006
mdp.39015064738126	Mark Haddon	Haddon, Mark, 1962-	no2011183145	85413157	Q356357	12	2	2006-10-01	ic	9780385520515	69124422	163	2622	52470592	A SPOT OF BOTHER	235	2006
uc1.$b104015	Robert Nathan	Nathan, Robert, 1894-1985	n79060563	32007405	Q592511	13	15	1962-02-25	pd		971232	31	504	58163580	A STAR IN THE WIND	236	1962
mdp.39015048416542	Robert Nathan	Nathan, Robert, 1894-1985	n79060563	32007405	Q592511	13	15	1962-02-25	pd		971232	31	504	58163580	A STAR IN THE WIND	236	1962
mdp.39015054095784	George R. R. Martin	Martin, George R. R.	n80160390	98636170	Q181677	12	3	2000-11-19	ic	0553106635	44676135	591	5006	5584300156	A STORM OF SWORDS	239	2000
mdp.39015060659367	Laurell K. Hamilton	Hamilton, Laurell K	no93020197	39520379	Q298229	6	10	2005-05-01	ic	0345443578	58731868	220	1620	793949812	A STROKE OF MIDNIGHT	243	2005
mdp.39015046481365	Barbara Taylor Bradford	Bradford, Barbara Taylor, 1933-	n79018886	111572561	Q437224	6	4	1999-03-07	ic	038549274X	40173139	136	3225	835134	A SUDDEN CHANGE OF HEART	244	1999
uc1.b3454985	Sloan Wilson	Wilson, Sloan, 1920-2003	n78091976	76441489	Q2903650	4	12	1958-04-27	ic		290847	222	726	1808291403	A SUMMER PLACE	246	1958
uc1.b3727153	Sloan Wilson	Wilson, Sloan, 1920-2003	n78091976	76441489	Q2903650	4	12	1958-04-27	ic		175133	222	726	1808291403	A SUMMER PLACE	246	1958
mdp.39076005051359	Howard Spring	Spring, Howard, 1889-1965	n50035136	22183085	Q1631915	16	16	1953-11-01	ic		854633	10	488	1800129	A SUNSET TOUCH	248	1953
uc1.b3727239	Frederic Prokosch	Prokosch, Frederic, 1908-1989	n50021456	92413737	Q1452749	16	16	1955-08-14	ic		286079	10	433	4161568361	A TALE FOR MIDNIGHT	249	1955
uc1.$b104034	Frederic Prokosch	Prokosch, Frederic, 1908-1989	n50021456	92413737	Q1452749	16	16	1955-08-14	ic		286079	10	433	4161568361	A TALE FOR MIDNIGHT	249	1955
mdp.39015032187786	Judith Michael	Michael, Judith	n81112868	36922091	Q6303574	12	13	1994-11-13	ic	0671798790	30546693	46	2162	1089011	A TANGLED WEB	250	1994
mdp.39015014445111	Tony Hillerman	Hillerman, Tony	n50035187	95188838	Q181920	7	1	1988-07-10	ic	0060159383	18041978	136	4265	228314474	A THIEF OF TIME	252	1988
mdp.39015041008692	Tami Hoag	Hoag, Tami	n90630178	85444183	Q1683201	6	9	1997-03-23	ic	0553099604	36084212	236	2950	568352	A THIN DARK LINE	253	1997
uc1.$b223955	A.J. Cronin	Cronin, Archibald Joseph	n50018375	29726795	Q179059	2	9	1956-06-10	ic|und		328057	32	1363	4061480515	A THING OF BEAUTY	254	1956
mdp.39015005351856	A.J. Cronin	Cronin, Archibald Joseph	n50018375	29726795	Q179059	2	9	1956-06-10	ic|und		328057	32	1363	4061480515	A THING OF BEAUTY	254	1956
mdp.39015058018204	Jane Smiley	Smiley, Jane	n79143875	19714915	Q441067	10	10	1992-04-26	ic	0394577736	23941156	348	5798	568476	A THOUSAND ACRES	255	1992
mdp.39015041290092	Jane Smiley	Smiley, Jane	n79143875	19714915	Q441067	10	10	1992-04-26	ic	0394577736	26066494	348	5798	568476	A THOUSAND ACRES	255	1992
mdp.39015055088382	Robert James Waller	Waller, Robert James, 1939-2017	n88040570	2541537	Q1394609	5	1	2002-05-12	ic	0971766711	49612337	30	2882	392083835	A THOUSAND COUNTRY ROADS	256	2002
mdp.39015068803348	Khaled Hosseini	Hosseini, Khaled	n2003033270	98912036	Q193116	1	12	2007-06-10	ic	1594489505	85783363	523	8119	64284360	A THOUSAND SPLENDID SUNS	257	2007
mdp.39015068809477	Khaled Hosseini	Hosseini, Khaled	n2003033270	98912036	Q193116	1	12	2007-06-10	ic	1594489505	85783363	523	8119	64284360	A THOUSAND SPLENDID SUNS	257	2007
mdp.39015011030759	Erich Maria Remarque	Remarque, Erich Maria (1898-1970)	n84223789	61551298	Q47293	6	12	1954-06-13	ic		506117	72	2878	4159940903	A TIME TO LOVE AND A TIME TO DIE	260	1954
mdp.39015028692757	Erich Maria Remarque	Remarque, Erich Maria (1898-1970)	n84223789	61551298	Q47293	6	12	1954-06-13	ic		506117	72	2878	4159940903	A TIME TO LOVE AND A TIME TO DIE	260	1954
uc1.32106002241872	Erich Maria Remarque	Remarque, Erich Maria (1898-1970)	n84223789	61551298	Q47293	6	12	1954-06-13	ic		506117	72	2878	4159940903	A TIME TO LOVE AND A TIME TO DIE	260	1954
mdp.39015051308172	Elizabeth George	George, Elizabeth	n87935803	114891447	Q236727	8	6	2001-07-15	ic	0553801279	46396328	242	3163	6073679	A TRAITOR TO MEMORY	262	2001
mdp.39015000613409	Betty Smith	Smith, Betty, 1896-1972	n50012615	79125167	Q273730	1	3	1943-08-30	ic		287789	428	9593	3373792813	A TREE GROWS IN BROOKLYN	263	1943
mdp.39015003510131	Betty Smith	Smith, Betty, 1896-1972	n50012615	79125167	Q273730	1	3	1943-08-30	ic		250341	428	9593	3373792813	A TREE GROWS IN BROOKLYN	263	1943
uc1.$b103843	Geoffrey Jenkins	Jenkins, Geoffrey, 1920-2001	n50038465	31998069	Q5254450	16	1	1960-03-06	und		1381640	19	465	374602329	A TWIST OF SAND	267	1960
mdp.49015000558818	Nelson Algren	Algren, Nelson, 1909-1981	n50033341	44294455	Q547914	8	12	1956-06-10	ic	0140035656	2818794	59	1551	20068777	A WALK ON THE WILD SIDE	270	1956
mdp.39015056875464	John Irving	Irving, John, 1942-	n79135330	108238891	Q310379	1	13	1998-05-17	ic	0345424719	41173230	235	4499	159443748	A WIDOW FOR ONE YEAR	276	1998
mdp.39015046367721	John Irving	Irving, John, 1942-	n79135330	108238891	Q310379	1	13	1998-05-17	ic	0375501371	37955786	235	4499	159443748	A WIDOW FOR ONE YEAR	276	1998
uc1.b3463671	Frank Yerby	Yerby, Frank, 1916-1991	n79053878	111981061	Q1444495	4	11	1951-05-27	ic		291367	33	863	102192937	A WOMAN CALLED FANCY	278	1951
mdp.39015014862497	Frank Yerby	Yerby, Frank, 1916-1991	n79053878	111981061	Q1444495	4	11	1951-05-27	ic		291367	33	863	102192937	A WOMAN CALLED FANCY	278	1951
mdp.39015011903195	Elizabeth Bowen	Bowen, Elizabeth, 1899-1973	n78095463	19674925	Q235308	10	12	1955-02-06	ic		933510	82	1501	752871	A WORLD OF LOVE	281	1955
mdp.39015010437336	Elizabeth Bowen	Bowen, Elizabeth, 1899-1973	n78095463	19674925	Q235308	10	12	1955-02-06	ic		933510	82	1501	752871	A WORLD OF LOVE	281	1955
mdp.39015050557019	Louis Auchincloss	Auchincloss, Louis	n79042194	87919936	Q1621598	6	6	1968-12-29	ic		160510	34	1590	1265070	A WORLD OF PROFIT	282	1968
uc1.b3710954	Louis Auchincloss	Auchincloss, Louis	n79042194	87919936	Q1621598	6	6	1968-12-29	ic		160510	34	1590	1265070	A WORLD OF PROFIT	282	1968
mdp.39015011347047	Upton Sinclair	Cincinnati (Ohio). City Planning Commission	n83145339	145327613		5	3	1946-06-16	ic		214378484	0	4	2138976	A WORLD TO WIN	283	1946
uc1.b4089006	Upton Sinclair	Cincinnati (Ohio). City Planning Commission	n83145339	145327613		5	3	1946-06-16	ic		214378484	0	4	2138976	A WORLD TO WIN	283	1946
mdp.39015030711751	Upton Sinclair	Cincinnati (Ohio). City Planning Commission	n83145339	145327613		5	3	1946-06-16	ic		214378484	0	4	2138976	A WORLD TO WIN	283	1946
uc1.32106002145966	Upton Sinclair	Sinclair, Upton, 1878-1968	n79127862	32002923	Q216134	5	3	1946-06-16	ic		253812260	142	1785	1417088	A WORLD TO WIN	283	1946
uc1.b4095410	Pamela Frankau	Frankau, Pamela, 1908-1967	n85296841	20146738	Q7129150	8	12	1954-07-18	und		1692269	35	374	2583718	A WREATH FOR THE ENEMY	284	1954
mdp.39015043826000	E. Lynn Harris	Harris, E. Lynn	n92105340	13971412	Q1273517	6	8	1999-04-04	ic	038548657X	40179917	48	1283	3769559392	ABIDE WITH ME	286	1999
mdp.39015040129580	William Faulkner	Faulkner, William, 1897-1962	n79003304	39376770	Q38392	8	8	1936-11-09	ic		3393451	102	6119	407010	ABSALOM, ABSALOM	289	1936
mdp.39015003344879	William Faulkner	Faulkner, William, 1897-1962	n79003304	39376770	Q38392	8	8	1936-11-09	ic		4232050	102	6119	407010	ABSALOM, ABSALOM	289	1936
mdp.39015010379520	William Faulkner	Faulkner, William, 1897-1962	n79003304	39376770	Q38392	8	8	1936-11-09	ic		4232050	102	6119	407010	ABSALOM, ABSALOM	289	1936
mdp.49015000582149	William Faulkner	Faulkner, William, 1897-1962	n79003304	39376770	Q38392	8	8	1936-11-09	ic	0394414004	283644	102	6119	407010	ABSALOM, ABSALOM	289	1936
mdp.39015066053276	William Faulkner	Faulkner, William, 1897-1962	n79003304	39376770	Q38392	8	8	1936-11-09	ic	0394717805	1440074	102	6119	407010	ABSALOM, ABSALOM	289	1936
mdp.39015058018220	Robin Cook	Cook, Robin, 1940-	n79117119	109274608	Q352059	6	9	1995-01-29	ic	0399139710	31411173	182	2692	2517149928	ACCEPTABLE RISK	296	1995
pst.000058051221	Danielle Steel	Steel, Danielle	n80061569	100238676	Q72653	1	12	1994-02-20	ic	0385312156	28665752	373	3861	4919458657	ACCIDENT	297	1994
mdp.39015037761098	E. Annie Proulx	Proulx, Annie	n80091138	113957087	Q229840	9	11	1996-06-23	ic	0684195488	34515071	56	3264	933122	ACCORDION CRIMES	299	1996
uc1.32106005369274	Ernest Hemingway	Hemingway, Ernest, 1899-1961	n78078534	97006051	Q23434	1	1	1950-09-24	ic		284565	119	5235	419735	ACROSS THE RIVER AND INTO THE TREES	302	1950
mdp.39015028774456	Ernest Hemingway	Hemingway, Ernest, 1899-1961	n78078534	97006051	Q23434	1	1	1950-09-24	ic		284565	119	5235	419735	ACROSS THE RIVER AND INTO THE TREES	302	1950
mdp.39015077653965	Ernest Hemingway	Hemingway, Ernest, 1899-1961	n78078534	97006051	Q23434	1	1	1950-09-24	ic	9780684844640	39053028	119	5235	419735	ACROSS THE RIVER AND INTO THE TREES	302	1950
uc1.$b105634	Bart Spicer	Spicer, Bart, 1918-1978	no96029866	119945805	Q19629059	9	11	1962-09-02	ic		806472	11	323	1634621	ACT OF ANGER	303	1962
mdp.39015020001544	Margaret Kennedy	Kennedy, Margaret, 1896-1967	n50045345	12426895	Q369526	16	16	1955-03-06	ic		850886	2	155	1787894	ACT OF GOD	304	1955
uc1.$b102355	Margaret Kennedy	Kennedy, Margaret, 1896-1967	n50045345	12426895	Q369526	16	16	1955-03-06	ic		850886	2	155	1787894	ACT OF GOD	304	1955
mdp.39015066740922	Vince Flynn	Flynn, Vince, 1966-2013	n98021194	57668585	Q1356200	3	9	2006-10-29	ic	0743270371	71782767	21	3336	9657515848	ACT OF TREASON	305	2006
uc1.$b56291	Hervey Allen	Allen, Hervey, 1889-1949	n50034892	56742955	Q1364205	1	3	1938-03-14	ic		5821450	13	790	4799332	ACTION AT AQUILA	308	1938
mdp.39015030700937	Hervey Allen	Allen, Hervey, 1889-1949	n50034892	56742955	Q1364205	1	3	1938-03-14	ic		5821450	13	790	4799332	ACTION AT AQUILA	308	1938
mdp.39015014110137	Hervey Allen	Allen, Hervey, 1889-1949	n50034892	56742955	Q1364205	1	3	1938-03-14	ic		5821450	13	790	4799332	ACTION AT AQUILA	308	1938
inu.30000029415860	Erich Segal	Segal, Erich, 1937-2010,	n80020781	103647202	Q315343	8	7	1992-04-05	ic	0553070347	24065704	58	2028	374392916	ACTS OF FAITH	309	1992
mdp.39015041025852	Judith Michael	Michael, Judith	n81112868	36922091	Q6303574	8	8	1997-03-30	ic	0517703246	36147996	98	2597	3982384822	ACTS OF LOVE	310	1997
mdp.39076005051995	Dylan Thomas	Thomas, Dylan, 1914-1953	n79021315	73860698	Q191023	15	15	1955-06-26	ic		2087982	44	2071	470471	ADVENTURES IN THE SKIN TRADE	317	1955
mdp.39076005052001	Dylan Thomas	Thomas, Dylan, 1914-1953	n79021315	73860698	Q191023	15	15	1955-06-26	und		6907853	44	2071	470471	ADVENTURES IN THE SKIN TRADE	317	1955
uc1.32106006985227	Dylan Thomas	Thomas, Dylan, 1914-1953	n79021315	73860698	Q191023	15	15	1955-06-26	ic	0370309286	9582934	44	2071	470471	ADVENTURES IN THE SKIN TRADE	317	1955
uc1.b4385869	Irving Stone	Stone, Irving, 1903-1989	n50010563	51696231	Q337103	7	5	1947-10-19	ic		171034	26	1196	69733015	ADVERSARY IN THE HOUSE	318	1947
mdp.39015048896230	Irving Stone	Stone, Irving, 1903-1989	n50010563	51696231	Q337103	7	5	1947-10-19	ic		171034	26	1196	69733015	ADVERSARY IN THE HOUSE	318	1947
mdp.39015013121127	Allen Drury	Drury, Allen	n79109295	32794604	Q733850	1	13	1959-08-16	ic		282794	42	3131	453726	ADVISE AND CONSENT	319	1959
inu.30000123932513	Allen Drury	Drury, Allen	n79109295	32794604	Q733850	1	13	1959-08-16	ic		3217405	42	3131	453726	ADVISE AND CONSENT	319	1959
pst.000023243460	Allen Drury	Drury, Allen	n79109295	32794604	Q733850	1	13	1959-08-16	ic	1568490607	32072298	42	3131	453726	ADVISE AND CONSENT	319	1959
mdp.39015041007066	Amanda Quick	Quick, Amanda	n91026387	106085381	Q438345	6	5	1997-05-04	ic	0553100769	35955209	266	2498	562164	AFFAIR	320	1997
mdp.39015034416266	Phillip Margolin	Margolin, Phillip	n80142317	79106434	Q2880806	13	7	1995-07-16	ic	0385475489	31606514	171	2358	2466444	AFTER DARK	324	1995
mdp.39015066051171	Aldous Huxley	Huxley, Aldous, 1894-1963	n80057246	71392434	Q81447	5	6	1940-02-05	ic		2028797	47	1642	3900995509	AFTER MANY A SUMMER DIES THE SWAN	326	1940
mdp.39015047521391	Aldous Huxley	Huxley, Aldous, 1894-1963	n80057246	71392434	Q81447	5	6	1940-02-05	ic		2028797	47	1642	3900995509	AFTER MANY A SUMMER DIES THE SWAN	326	1940
pst.000010188415	Aldous Huxley	Huxley, Aldous, 1894-1963	n80057246	71392434	Q81447	5	6	1940-02-05	ic	0060910631	10092865	47	1642	3900995509	AFTER MANY A SUMMER DIES THE SWAN	326	1940
pst.000029840403	Aldous Huxley	Huxley, Aldous, 1894-1963	n80057246	71392434	Q81447	5	6	1940-02-05	ic		316810860	47	1642	3900995509	AFTER MANY A SUMMER DIES THE SWAN	326	1940
mdp.39015000539802	Dorothy Parker	Parker, Dorothy, 1893-1967	n50050331	7395211	Q270707	3	3	1933-11-13	ic		1183363	6	735	2134907	AFTER SUCH PLEASURES	327	1933
uc1.$b244058	Dorothy Parker	Parker, Dorothy, 1893-1967	n50050331	7395211	Q270707	3	3	1933-11-13	und		8026044	6	735	2134907	AFTER SUCH PLEASURES	327	1933
coo.31924014517753	Dorothy Parker	Parker, Dorothy, 1893-1967	n50050331	7395211	Q270707	3	3	1933-11-13	ic		5060410	6	735	2134907	AFTER SUCH PLEASURES	327	1933
mdp.39015014137171	Norah Lofts	Lofts, Norah, 1904-1983	n78096078	100975388	Q1792237	13	14	1956-07-29	ic		1577393	11	484	20374067	AFTERNOON OF AN AUTOCRAT	334	1956
uc1.$b105298	Norah Lofts	Lofts, Norah, 1904-1983	n78096078	100975388	Q1792237	13	14	1956-07-29	ic		1577393	11	484	20374067	AFTERNOON OF AN AUTOCRAT	334	1956
uc1.32106018851599	Thomas Pynchon	Pynchon, Thomas	n79099184	88986700	Q35155	13	1	2006-12-10	ic	9781594201202	71173932	95	2183	58151334	AGAINST THE DAY	338	2006
mdp.49015003408284	Thomas Pynchon	Pynchon, Thomas	n79099184	88986700	Q35155	13	1	2006-12-10	ic	0143112562	182574613	95	2183	58151334	AGAINST THE DAY	338	2006
mdp.39015001506586	Helen MacInnes	MacInnes, Helen, 1907-1985	n80076570	32928087	Q454595	4	10	1976-05-16	ic	0151039674	1976108	115	1903	104369688	AGENT IN PLACE	341	1976
mdp.39015066083893	Francoise Sagan	Sagan, Françoise, 1935-2004	n79021390	96464325	Q1646	14	15	1960-04-17	ic|und		223155646	46	1330	48081291	AIMEZ-VOUS BRAHMS	346	1960
mdp.39015036063876	Michael Crichton	Crichton, Michael 1942-2008	n50018616	89578936	Q172140	1	15	1996-12-22	ic	0679446486	35723547	272	4596	156434779	AIRFRAME	349	1996
mdp.39015003763698	Arthur Hailey	Hailey, Arthur	n50019699	71392045	Q249544	1	14	1968-03-31	ic		436839	232	2997	4917056910	AIRPORT	350	1968
uc1.b3473818	Arthur Hailey	Hailey, Arthur	n50019699	71392045	Q249544	1	14	1968-03-31	ic		436839	232	2997	4917056910	AIRPORT	350	1968
mdp.39015058785299	Arthur Hailey	Hailey, Arthur	n50019699	71392045	Q249544	1	14	1968-03-31	ic		436839	232	2997	4917056910	AIRPORT	350	1968
mdp.39015022364874	Mary Stewart	Stewart, Mary, 1916-2014	n79062771	109491991	Q271111	3	4	1965-09-26	ic		424287	60	2379	435140	AIRS ABOVE THE GROUND	351	1965
mdp.39015040702071	Margaret Atwood	Atwood, Margaret, 1939-	n79102766	109322990	Q183492	7	5	1997-01-19	ic	0385475713	34675726	409	5735	141013133	ALIAS GRACE	358	1997
mdp.39015050176950	Margaret Atwood	Atwood, Margaret, 1939-	n79102766	109322990	Q183492	7	5	1997-01-19	ic	0385475713	34675726	409	5735	141013133	ALIAS GRACE	358	1997
mdp.39015030750700	James Leo Herlihy	Herlihy, James Leo	n83163674	32007716	Q945929	14	16	1960-09-11	und		1332856	60	470	197735386	ALL FALL DOWN	365	1960
uc1.b3688275	James Leo Herlihy	Herlihy, James Leo	n83163674	32007716	Q945929	14	16	1960-09-11	und		1332856	60	470	197735386	ALL FALL DOWN	365	1960
mdp.39015019622599	James Leo Herlihy	Herlihy, James Leo	n83163674	32007716	Q945929	14	16	1960-09-11	ic	1556111924	21870665	60	470	197735386	ALL FALL DOWN	365	1960
mdp.39015029402115	Richard Aldington	Aldington, Richard, 1892-1962	n80057251	7402360	Q514998	2	2	1933-08-07	ic		669319	33	501	1607122	ALL MEN ARE ENEMIES	371	1933
uc1.$b322910	Richard Aldington	Aldington, Richard, 1892-1962	n80057251	7402360	Q514998	2	2	1933-08-07	ic		669319	33	501	1607122	ALL MEN ARE ENEMIES	371	1933
mdp.39015008846571	Richard Aldington	Aldington, Richard, 1892-1962	n80057251	7402360	Q514998	2	2	1933-08-07	ic		669319	33	501	1607122	ALL MEN ARE ENEMIES	371	1933
inu.32000009187370	Richard Aldington	Aldington, Richard, 1892-1962	n80057251	7402360	Q514998	2	2	1933-08-07	ic		669853	33	501	1607122	ALL MEN ARE ENEMIES	371	1933
uc1.$b86159	Myron Brinig	Brinig, Myron, 1897-1991	no92032678	59446695	Q6948422	5	5	1941-07-21	ic		4533761	2	76	14895465	ALL OF THEIR LIVES	373	1941
mdp.39015030716347	Howard Spring	Spring, Howard, 1889-1965	n50035136	22183085	Q1631915	11	12	1960-03-20	und		887381	10	500	1868105	ALL THE DAY LONG	378	1960
mdp.39015008621032	Robert Penn Warren	Warren, Robert Penn, 1905-1989,	n78091524	61553765	Q312720	6	7	1946-09-15	ic		11922874	260	10219	27145785	ALL THE KING'S MEN	380	1946
uc1.32106002152723	Robert Penn Warren	Warren, Robert Penn, 1905-1989,	n78091524	61553765	Q312720	6	7	1946-09-15	ic		564749	260	10219	27145785	ALL THE KING'S MEN	380	1946
uc1.32106009254316	Robert Penn Warren	Warren, Robert Penn, 1905-1989,	n78091524	61553765	Q312720	6	7	1946-09-15	ic		290869	260	10219	27145785	ALL THE KING'S MEN	380	1946
uc1.32106013054009	Robert Penn Warren	Warren, Robert Penn, 1905-1989,	n78091524	61553765	Q312720	6	7	1946-09-15	ic		290869	260	10219	27145785	ALL THE KING'S MEN	380	1946
uc1.32106010568753	Robert Penn Warren	Warren, Robert Penn, 1905-1989,	n78091524	61553765	Q312720	6	7	1946-09-15	ic		290869	260	10219	27145785	ALL THE KING'S MEN	380	1946
mdp.39015003979526	Robert Penn Warren	Warren, Robert Penn, 1905-1989,	n78091524	61553765	Q312720	6	7	1946-09-15	ic		13026720	260	10219	27145785	ALL THE KING'S MEN	380	1946
inu.30000117261721	Robert Penn Warren	Warren, Robert Penn, 1905-1989,	n78091524	61553765	Q312720	6	7	1946-09-15	ic		3002344	260	10219	27145785	ALL THE KING'S MEN	380	1946
mdp.39015032496526	Robert Penn Warren	Warren, Robert Penn, 1905-1989,	n78091524	61553765	Q312720	6	7	1946-09-15	ic	0151047723	21600974	260	10219	27145785	ALL THE KING'S MEN	380	1946
mdp.39015058011126	Robert Penn Warren	Warren, Robert Penn, 1905-1989,	n78091524	61553765	Q312720	6	7	1946-09-15	ic	0151006105	48204165	260	10219	27145785	ALL THE KING'S MEN	380	1946
uc1.32106016198860	Robert Penn Warren	Warren, Robert Penn, 1905-1989,	n78091524	61553765	Q312720	6	7	1946-09-15	ic	0151006105	48204165	260	10219	27145785	ALL THE KING'S MEN	380	1946
mdp.39015014747995	Wallace Stegner	Stegner, Wallace, 1909-1993	n79021163	110195864	Q203460	9	4	1967-09-03	ic		594087	105	2456	503132283	ALL THE LITTLE LIVE THINGS	382	1967
mdp.39015066062582	Wallace Stegner	Stegner, Wallace, 1909-1993	n79021163	110195864	Q203460	9	4	1967-09-03	ic		594087	105	2456	503132283	ALL THE LITTLE LIVE THINGS	382	1967
mdp.39015032443536	Wallace Stegner	Stegner, Wallace, 1909-1993	n79021163	110195864	Q203460	9	4	1967-09-03	ic	0140154418	23768655	105	2456	503132283	ALL THE LITTLE LIVE THINGS	382	1967
mdp.39015066049159	Cormac McCarthy	McCarthy, Cormac, 1933-	n82028392	29558386	Q272610	9	10	1992-06-07	ic	0394574745	25704649	386	5901	4732353272	ALL THE PRETTY HORSES	384	1992
mdp.39015054072965	Linda Howard	Howard, Linda, 1950-	n96076376	5051471	Q446121	11	14	1999-08-15	ic	0671034413	41940890	87	2535	27677685	ALL THE QUEEN'S MEN	385	1999
