ranking,title,author,publisher,publisher_variants,date,genre,publication_date,publication_location,marc_country_code,isbn_number,oclc_number,viaf_permalink,viaf_id,source_link,unique_id
13,Perdido,"Terranova, Elaine",Grid Books,,October 2018,Poetry,2018,"Boston, MA",mau,9781946830029,1050931755,http://viaf.org/viaf/53296824,53296824,https://web.archive.org/web/20230331152119/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-October-2018.aspx,SPD5671
14,Stereo(TYPE),"Mixon-Webster, Jonah",Ahsahta Press,,October 2018,Poetry,2021,"New York, NY",nyu,9781524711948,1259322628,http://viaf.org/viaf/25151533652502770146,25151533652502770146,https://web.archive.org/web/20230331152119/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-October-2018.aspx,SPD5672
15,GeNtry!fication: or the Scene of the Crime,"Webster, Chaun",Noemi Press,,October 2018,Poetry,2018,"Blacksburg, VA",vau,9781934819739,1022639543,http://viaf.org/viaf/317152743047527732985,317152743047527732985,https://web.archive.org/web/20230331152119/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-October-2018.aspx,SPD5673
16,Scardanelli,"Mayröcker, Friederike ; Larson, Jonathan (translator)",The Song Cave,,October 2018,Poetry,2018,"Brooklyn, NY",nyu,9780998829050,1061150003,http://viaf.org/viaf/109242538 ; http://viaf.org/viaf/21155767436027762420,109242538 ; 21155767436027762420,https://web.archive.org/web/20230331152119/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-October-2018.aspx,SPD5674
17,God Was Right,"Hamilton, Diana",Ugly Duckling Presse,,October 2018,Poetry,2018,"Brooklyn, NY",nyu,9781946433046,1051675054,http://viaf.org/viaf/49248690,49248690,https://web.archive.org/web/20230331152119/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-October-2018.aspx,SPD5675
18,Letters to the Future: Black Women/Radical Writing,"Hunt, Erica (editor) ; Lundy Martin, Dawn (editor)",Kore Press,,October 2018,Poetry,2018,"Tucson, AZ",azu,9781888553857,1022977347,http://viaf.org/viaf/267381159 ; http://viaf.org/viaf/28896771,267381159 ; 28896771,https://web.archive.org/web/20230331152119/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-October-2018.aspx,SPD5676
19,Nerve Chorus,"Carroll, Willa",The Word Works,,October 2018,Poetry,2018,"Washington, DC",dcu,9781944585242,1055418939,http://viaf.org/viaf/12154257818524151240,12154257818524151240,https://web.archive.org/web/20230331152119/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-October-2018.aspx,SPD5677
20,A Furnace,"Fisher, Roy",Flood Editions,,October 2018,Poetry,2018,"Chicago, IL",ilu,9780998169552,1039358755,http://viaf.org/viaf/96556401,96556401,https://web.archive.org/web/20230331152119/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-October-2018.aspx,SPD5678
1,Visiting Bob: Poems Inspired by the Life and Work of Bob Dylan,"Tammaro, Thom (editor) ; Davis, Alan (editor)",New Rivers Press,,November 2018,Poetry,2018,"Moorhead, MN",mnu,9780898233773,1051697693,http://viaf.org/viaf/64244654,64244654,https://web.archive.org/web/20230331170226/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-November-2018.aspx,SPD5679
2,Fire and Rain: Ecopoetry of California,"Day, Lucille Lang (editor) ; Nolan, Ruth (editor)",Scarlet Tanager Books,,November 2018,Poetry,2018,"Oakland, CA",cau,9780976867692,1050927229,http://viaf.org/viaf/50563331 ; http://viaf.org/viaf/68149717442310951204,50563331 ; 68149717442310951204,https://web.archive.org/web/20230331170226/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-November-2018.aspx,SPD5680
3,Mouthguard,"Dupuis, Sadie",Gramma Poetry,,November 2018,Poetry,2018,"Seattle, WA",wau,9780998736280,1066092404,http://viaf.org/viaf/4390167867512723060001,4390167867512723060001,https://web.archive.org/web/20230331170226/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-November-2018.aspx,SPD5681
4,Three Syllables Describing Addiction,"Daniels, Kate",Bull City Press,,November 2018,Poetry,2018,"Durham, NC",ncu,9781949344059,1057305069,http://viaf.org/viaf/115832270,115832270,https://web.archive.org/web/20230331170226/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-November-2018.aspx,SPD5682
5,RED,"Berggrun, Chase","Birds, LLC",,November 2018,Poetry,2018,"Minneapolis, MN",mnu,9780991429882,1257215727,http://viaf.org/viaf/44152864114904821499,44152864114904821499,https://web.archive.org/web/20230331170226/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-November-2018.aspx,SPD5683
6,Bijoux in the Dark,"Yau, John",Letter Machine Editions,,November 2018,Poetry,2018,"Tucson, AZ",azu,9780988713789,1022694968,http://viaf.org/viaf/32010539,32010539,https://web.archive.org/web/20230331170226/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-November-2018.aspx,SPD5684
7,Barnburner,"Hoover, Erin",Elixir Press,,November 2018,Poetry,2018,"Denver, CO",cou,9781932418675,1013998150,http://viaf.org/viaf/24151246581844131879,24151246581844131879,https://web.archive.org/web/20230331170226/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-November-2018.aspx,SPD5685
8,Blue Rooms,"Creech, Morri",The Waywiser Press,,November 2018,Poetry,2018,"Oxfordshire, UK",xxk,9781904130925,1047766121,http://viaf.org/viaf/55954318,55954318,https://web.archive.org/web/20230331170226/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-November-2018.aspx,SPD5686
9,The Youngest Ocean,"Cessac, Christopher",The Waywiser Press,,November 2018,Poetry,2018,"Chipping Norton, Oxfordshire, UK",xxk,9781904130949,1047773286,http://viaf.org/viaf/4292005,4292005,https://web.archive.org/web/20230331170226/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-November-2018.aspx,SPD5687
10,Nerve Chorus,"Carroll, Willa",The Word Works,,November 2018,Poetry,2018,"Washington, DC",dcu,9781944585242,1055418939,http://viaf.org/viaf/12154257818524151240,12154257818524151240,https://web.archive.org/web/20230331170226/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-November-2018.aspx,SPD5688
11,Debt,"Levine, Mark",Letter Machine Editions,,November 2018,Poetry,2018,"Seattle, WA",wau,9780988713796,1057299679,http://viaf.org/viaf/98003058,98003058,https://web.archive.org/web/20230331170226/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-November-2018.aspx,SPD5689
12,Lo terciario / The Tertiary,"Salas Rivera, Roque Raquel","Timeless, Infinite Light",,November 2018,Poetry,2018,"Oakland, CA",cau,9781937421274,1031458091,http://viaf.org/viaf/233062165,233062165,https://web.archive.org/web/20230331170226/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-November-2018.aspx,SPD5690
13,Unmanned,"Bergamino, Jessica Rae",Noemi Press,,November 2018,Poetry,2018,"Blacksburg, VA",vau,9781934819777,1066092064,http://viaf.org/viaf/33154981852967742660,33154981852967742660,https://web.archive.org/web/20230331170226/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-November-2018.aspx,SPD5691
14,The Book of Sharks,"Carney, Rob",Black Lawrence Press,,November 2018,Poetry,2018,"New York, NY",nyu,9781625578013,1042354051,http://viaf.org/viaf/108110682,108110682,https://web.archive.org/web/20230331170226/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-November-2018.aspx,SPD5692
15,Of Death. Minimal Odes,"Hilst, Hilda ; Cesarco Eglin, Laura (translator)",co-im-press,,November 2018,Poetry,2018,"Normal, IL",ilu,9781947918016,1057303273,http://viaf.org/viaf/118332952 ; http://viaf.org/viaf/169944934,118332952 ; 169944934,https://web.archive.org/web/20230331170226/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-November-2018.aspx,SPD5693
16,Acadiana,"Reddy, Nancy",Black Lawrence Press,,November 2018,Poetry,2018,"New York, NY",nyu,9781625578990,1016007901,http://viaf.org/viaf/315172603,315172603,https://web.archive.org/web/20230331170226/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-November-2018.aspx,SPD5694
17,Rosarium: Poems,"Dow, Hannah",Acre Books,,November 2018,Poetry,2018,"Cincinnati, OH",ohu,9781946724090,1057304451,http://viaf.org/viaf/55155042775172401982,55155042775172401982,https://web.archive.org/web/20230331170226/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-November-2018.aspx,SPD5695
18,Clap For Me That's Not Me,"Capó-García, Paola",Rescue Press,,November 2018,Poetry,2018,"Chicago, IL",ilu,9780999418635,1057306325,http://viaf.org/viaf/502162664387755001566,502162664387755001566,https://web.archive.org/web/20230331170226/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-November-2018.aspx,SPD5696
19,The Dirty Text,"Ríos, Soleida ; Jamison, Barbara (translator) ; Lott, Olivia (translator)",Kenning Editions,,November 2018,Poetry,2018,"Chicago, IL",ilu,9780999719817,1042380445,http://viaf.org/viaf/61091288 ; http://viaf.org/viaf/78122899 ; http://viaf.org/viaf/9154800157156190704,61091288 ; 78122899 ; 9154800157156190704,https://web.archive.org/web/20230331170226/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-November-2018.aspx,SPD5697
20,Nepantla: An Anthology Dedicated to Queer Poets of Color,"Soto, Christopher (editor)",Nightboat Books,,November 2018,Poetry,2020,"Brooklyn, NY",nyu,9781643620510,1374231114,http://viaf.org/viaf/19148703958236930209,19148703958236930209,https://web.archive.org/web/20230331170226/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-November-2018.aspx,SPD5698
1,The Big Note: A Guide to the Recordings of Frank Zappa,"Ulrich, Charles",New Star Books,,October-December 2018,Nonfiction,2018,"Vancouver, BC",bcc,9781554201464,1472661016,http://viaf.org/viaf/43358927,43358927,https://web.archive.org/web/20230330133624/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-October-through-December-2018.aspx,SPD5699
2,The Word Pretty,"Gabbert, Elisa",Black Ocean,,October-December 2018,Nonfiction,2018,"Boston, MA",mau,9781939568267,1050607380,http://viaf.org/viaf/100766348,100766348,https://web.archive.org/web/20230330133624/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-October-through-December-2018.aspx,SPD5700
3,Tucson Salvage: Tales and Recollections from La Frontera,"Jabas Smith, Brian",Eyewear Publishing,,October-December 2018,Nonfiction,2018,"London, UK",xxk,9781912477197,1051678389,http://viaf.org/viaf/19155830563933071707,19155830563933071707,https://web.archive.org/web/20230330133624/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-October-through-December-2018.aspx,SPD5701
4,A Handbook of Disappointed Fate,"Boyer, Anne",Ugly Duckling Presse,,October-December 2018,Nonfiction,2018,"Brooklyn, NY",nyu,9781937027926,1024158306,http://viaf.org/viaf/70847949,70847949,https://web.archive.org/web/20230330133624/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-October-through-December-2018.aspx,SPD5702
5,An Imperfect Rapture,"Beard, Kelly J.",Zone 3 Press,,October-December 2018,Nonfiction,2018,"Clarksville, TN",tnu,9780990633365,1035261397,http://viaf.org/viaf/473152561532615441017,473152561532615441017,https://web.archive.org/web/20230330133624/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-October-through-December-2018.aspx,SPD5703
6,And It Begins Like This,"McQueen, LaTanya",Black Lawrence Press,,October-December 2018,Nonfiction,2018,"New York, NY",nyu,9781625577030,1050651318,http://viaf.org/viaf/24154865869159940119,24154865869159940119,https://web.archive.org/web/20230330133624/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-October-through-December-2018.aspx,SPD5704
7,Litany for the Long Moment,"Arnold, Mary-Kim",Essay Press,,October-December 2018,Nonfiction,2018,"Buffalo, NY",nyu,9780996922937,1472711684,http://viaf.org/viaf/56269095,56269095,https://web.archive.org/web/20230330133624/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-October-through-December-2018.aspx,SPD5705
8,The Writer's Field Guide to the Craft of Fiction,"Noll, Michael",A Strange Object,,October-December 2018,Nonfiction,2018,"Austin, TX",txu,9780998518428,1029607786,,,https://web.archive.org/web/20230330133624/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-October-through-December-2018.aspx,SPD5706
9,How to Write Stunning Sentences,"Schuyler, Nina",Fiction Advocate,,October-December 2018,Nonfiction,2018,"New York, NY",nyu,9798897400010,1509173566,http://viaf.org/viaf/99106311,99106311,https://web.archive.org/web/20230330133624/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-October-through-December-2018.aspx,SPD5707
10,Not for Nothing: Glimpses into a Jersey Girlhood,"Curto, Kathy",Bordighera Press,,October-December 2018,Nonfiction,2018,"New York, NY",nyu,9781599541297,1057292975,http://viaf.org/viaf/26157340770809922729,26157340770809922729,https://web.archive.org/web/20230330133624/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-October-through-December-2018.aspx,SPD5708
11,Five Plots,"Trabold, Erica",Hobart & William Smith College Press / Seneca Review Books,"Seneca Review Books, an imprint of Hobart & William Smith College Press",October-December 2018,Nonfiction,2018,"Geneva, NY",nyu,9780910969055,1050923624,http://viaf.org/viaf/310623017,310623017,https://web.archive.org/web/20230330133624/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-October-through-December-2018.aspx,SPD5709
12,Sister Love: The Letters of Audre Lorde and Pat Parker 1974-1989,"Lorde, Audre ; Parker, Pat ; Enszer, Julie R. (editor)",A Midsummer Night's Press,,October-December 2018,Nonfiction,2018,"Dover, FL",flu,9781938334290,1020077408,http://viaf.org/viaf/61565157 ; http://viaf.org/viaf/60343325 ; http://viaf.org/viaf/138798987,61565157 ; 60343325 ; 138798987,https://web.archive.org/web/20230330133624/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-October-through-December-2018.aspx,SPD5710
13,Spain,"Beilin, Caren",Rescue Press,,October-December 2018,Nonfiction,2018,"Chicago, IL",ilu,9780999418642,1057295538,http://viaf.org/viaf/309822908,309822908,https://web.archive.org/web/20230330133624/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-October-through-December-2018.aspx,SPD5711
14,Ideal Suggestions: Essays in Divinatory Poetics,"Saterstrom, Selah",Essay Press,,October-December 2018,Nonfiction,2017,"Buffalo, NY",nyu,9780996922913,996422259,http://viaf.org/viaf/46152153,46152153,https://web.archive.org/web/20230330133624/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-October-through-December-2018.aspx,SPD5712
15,¡Cuéntamelo! : Oral Histories by LGBT Latino Immigrants,"Delgado Lopera, Julian ; Savo, Shadia (editor) ; Acosta, Santiago (editor)",Aunt Lute Books,,October-December 2018,Nonfiction,2017,"San Francisco, CA",cau,9781879960947,1004424900,http://viaf.org/viaf/8150644938210620135,8150644938210620135,https://web.archive.org/web/20230330133624/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-October-through-December-2018.aspx,SPD5713
16,Transgressive Circulation,"Göransson, Johannes",Noemi Press,,October-December 2018,Nonfiction,2018,"Blacksburg, VA",vau,9781934819593,1090220738,http://viaf.org/viaf/36341389,36341389,https://web.archive.org/web/20230330133624/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-October-through-December-2018.aspx,SPD5714
17,Dreaming of Ramadi in Detroit,"Sabatini Sloan, Aisha",1913 Press,,October-December 2018,Nonfiction,2017,"San Diego, CA",cau,9781644452721,1464670177,http://viaf.org/viaf/301860258,301860258,https://web.archive.org/web/20230330133624/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-October-through-December-2018.aspx,SPD5715
18,Duet (with Chorus),"Calvin, Brian ; Tarmy, Moira (photographer)",Flood Editions,,October-December 2018,Nonfiction,2018,"Chicago, IL",ilu,9780998169569,1051688281,http://viaf.org/viaf/12015028,12015028,https://web.archive.org/web/20230330133624/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-October-through-December-2018.aspx,SPD5716
19,"Temporary Monuments: Work by Rosemary Mayer, 1977-1982","Warsh, Marie (editor) ; Warsh, Max (editor)",Soberscove Press,,October-December 2018,Nonfiction,2018,"Chicago, IL",ilu,9781940190211,1049795623,http://viaf.org/viaf/20154440045635341198 ; http://viaf.org/viaf/39154981849267742627,20154440045635341198 ; 39154981849267742627,https://web.archive.org/web/20230330133624/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-October-through-December-2018.aspx,SPD5717
20,I Meant to Kill Ye: Cormac McCarthy's Blood Meridian,"Reents, Stephanie",Fiction Advocate,,October-December 2018,Nonfiction,2018,"New York, NY",nyu,9780999431603,1057290784,http://viaf.org/viaf/186990851,186990851,https://web.archive.org/web/20230330133624/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-October-through-December-2018.aspx,SPD5718
